,type,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,nationality,height,weight,active,alternateCaptain,captain,rookie,shootsCatches,rosterStatus,timeOnIce20,assists20,goals20,pim20,shots20,games20,hits20,powerPlayGoals20,powerPlayPoints20,powerPlayTimeOnIce20,evenTimeOnIce20,penaltyMinutes20,faceOffPct20,shotPct20,gameWinningGoals20,overTimeGoals20,shortHandedGoals20,shortHandedPoints20,shortHandedTimeOnIce20,blocked20,plusMinus20,points20,shifts20,timeOnIcePerGame20,evenTimeOnIcePerGame20,shortHandedTimeOnIcePerGame20,powerPlayTimeOnIcePerGame20,timeOnIce19,assists19,goals19,pim19,shots19,games19,hits19,powerPlayGoals19,powerPlayPoints19,powerPlayTimeOnIce19,evenTimeOnIce19,penaltyMinutes19,faceOffPct19,shotPct19,gameWinningGoals19,overTimeGoals19,shortHandedGoals19,shortHandedPoints19,shortHandedTimeOnIce19,blocked19,plusMinus19,points19,shifts19,timeOnIcePerGame19,evenTimeOnIcePerGame19,shortHandedTimeOnIcePerGame19,powerPlayTimeOnIcePerGame19,timeOnIce18,assists18,goals18,pim18,shots18,games18,hits18,powerPlayGoals18,powerPlayPoints18,powerPlayTimeOnIce18,evenTimeOnIce18,penaltyMinutes18,faceOffPct18,shotPct18,gameWinningGoals18,overTimeGoals18,shortHandedGoals18,shortHandedPoints18,shortHandedTimeOnIce18,blocked18,plusMinus18,points18,shifts18,timeOnIcePerGame18,evenTimeOnIcePerGame18,shortHandedTimeOnIcePerGame18,powerPlayTimeOnIcePerGame18,timeOnIce17,assists17,goals17,pim17,shots17,games17,hits17,powerPlayGoals17,powerPlayPoints17,powerPlayTimeOnIce17,evenTimeOnIce17,penaltyMinutes17,faceOffPct17,shotPct17,gameWinningGoals17,overTimeGoals17,shortHandedGoals17,shortHandedPoints17,shortHandedTimeOnIce17,blocked17,plusMinus17,points17,shifts17,timeOnIcePerGame17,evenTimeOnIcePerGame17,shortHandedTimeOnIcePerGame17,powerPlayTimeOnIcePerGame17,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2013-14,2011-12,2012-13,2010-11
31,Defenseman,1996,25,Umea,Unknown,SWE,SWE,70,184,True,False,False,True,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.24,3,1,6,24,22,10,1,1,21.24,335.53,6,0.0,4.17,0,0,0,0,0.07,14,-5,4,434,16.14,15.16,0.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,12000000.0,10570000.0,0.0,0.0,0.0,0.0
32,Forward,1991,30,Boxford,MA,USA,USA,75,217,True,True,False,False,L,Y,1086.44,21.0,24.0,58.0,156.0,63.0,116.0,9.0,13.0,218.33,866.17,58.0,43.08,15.4,5.0,0.0,0.0,0.0,1.54,42.0,13.0,45.0,1334.0,17.14,13.45,0.01,3.28,1375.04,24,28,57,201,79,159,7,12,205.57,1164.13,57,37.5,13.93,2,0,0,0,4.54,49,4,52,1783,17.24,14.44,0.03,2.36,905.52,21,16,44,137,58,103,7,12,149.49,754.39,44,41.66,11.68,0,0,0,0,1.24,24,-2,37,1261,15.37,13.0,0.01,2.34,1275.22,25,28,58,186,75,132,6,13,194.45,1078.4,58,55.55,15.05,4,1,0,0,1.57,30,6,53,1685,17.0,14.22,0.01,2.35,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0
33,Defenseman,1990,31,Island Park,NY,USA,USA,73,210,True,False,False,False,L,Y,773.13,8.0,0.0,32.0,54.0,51.0,145.0,0.0,0.0,2.53,658.57,32.0,0.0,0.0,0.0,0.0,0.0,1.0,111.23,50.0,3.0,8.0,986.0,15.09,12.55,2.11,0.03,429.18,3,0,12,30,36,80,0,0,1.17,423.52,12,0.0,0.0,0,0,0,0,4.09,36,-7,3,563,11.55,11.46,0.06,0.02,430.04,2,1,27,25,32,40,0,0,1.48,422.48,27,0.0,4.0,1,0,0,0,5.28,31,-1,3,596,13.26,13.12,0.1,0.03,342.18,7,0,25,17,29,43,0,0,5.41,328.42,25,0.0,0.0,0,0,0,0,7.55,24,-1,7,513,11.48,11.2,0.16,0.11,0.0,0.0,0.0,0.0,0.0,0.0,365000.0,0.0,0.0,0.0,0.0
34,Forward,1993,28,Lawrence,MA,USA,USA,69,190,True,False,False,False,R,Y,295.46,7.0,3.0,10.0,31.0,27.0,43.0,0.0,0.0,2.23,293.22,10.0,56.06,9.7,0.0,0.0,0.0,0.0,0.01,23.0,7.0,10.0,405.0,10.57,10.51,0.0,0.05,58.26,0,0,2,5,6,10,0,0,0.33,57.53,2,44.82,0.0,0,0,0,0,0.0,3,-1,0,86,9.44,9.38,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,585298.0,0.0,0.0,0.0,0.0
35,Forward,1993,28,Mississauga,ON,CAN,CAN,73,193,True,False,False,False,R,Y,1371.02,41.0,18.0,48.0,154.0,70.0,45.0,3.0,17.0,206.37,1007.34,48.0,47.51,11.7,3.0,0.0,0.0,1.0,156.51,32.0,21.0,59.0,1670.0,19.35,14.23,2.14,2.57,1261.13,16,19,64,110,81,76,4,7,108.09,1063.1,64,47.58,17.27,2,2,0,0,89.54,36,-3,35,1658,15.34,13.07,1.06,1.2,1248.03,21,13,33,147,82,43,2,6,159.03,1026.54,33,44.26,8.84,3,0,0,1,62.06,17,-4,34,1622,15.13,12.31,0.45,1.56,1007.56,17,13,40,114,69,59,2,8,183.03,822.24,40,42.73,11.4,2,0,0,0,2.29,21,-8,30,1265,14.36,11.55,0.02,2.39,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0
36,Forward,1993,28,Stockholm,Unknown,SWE,SWE,74,208,True,True,False,False,R,Y,1232.5,34.0,41.0,14.0,208.0,57.0,51.0,15.0,27.0,209.11,874.11,14.0,49.16,19.7,6.0,2.0,3.0,5.0,149.28,49.0,9.0,75.0,1452.0,21.37,15.2,2.37,3.4,1685.48,44,30,47,236,82,134,11,23,233.19,1289.49,47,49.67,12.71,5,0,2,2,162.4,66,-12,74,2084,20.33,15.43,1.59,2.5,1293.29,20,27,14,212,72,92,14,21,214.4,994.41,14,50.81,12.74,4,1,0,1,84.08,64,-23,47,1799,17.57,13.48,1.1,2.58,956.02,23,14,16,119,56,23,4,11,133.55,782.21,16,52.0,11.76,2,2,0,0,39.46,27,9,37,1349,17.04,13.58,0.42,2.23,0.0,0.0,0.0,6000000.0,5500000.0,5350000.0,5150000.0,0.0,0.0,0.0,0.0
37,Forward,1993,28,Toronto,ON,CAN,CAN,74,203,True,False,False,False,L,Y,1114.33,18.0,8.0,97.0,102.0,70.0,162.0,0.0,2.0,46.3,897.52,97.0,49.18,7.8,2.0,0.0,0.0,1.0,170.11,66.0,-8.0,26.0,1567.0,15.55,12.49,2.25,0.39,902.44,10,7,76,84,82,125,0,0,3.54,780.43,76,53.72,8.33,3,0,1,1,118.07,68,4,17,1411,11.0,9.31,1.26,0.02,511.33,7,7,28,57,47,68,0,0,8.01,462.54,28,58.77,12.28,1,0,1,1,40.38,30,1,14,792,10.53,9.5,0.51,0.1,33.55,1,0,0,3,3,3,0,0,0.05,32.37,0,0.0,0.0,0,0,0,0,1.13,1,0,1,54,11.18,10.52,0.24,0.01,0.0,0.0,0.0,0.0,0.0,198399.0,850000.0,0.0,0.0,0.0,0.0
38,Forward,1993,28,Toronto,ON,CAN,CAN,74,203,True,False,False,False,L,Y,1114.33,18.0,8.0,97.0,102.0,70.0,162.0,0.0,2.0,46.3,897.52,97.0,49.18,7.8,2.0,0.0,0.0,1.0,170.11,66.0,-8.0,26.0,1567.0,15.55,12.49,2.25,0.39,902.44,10,7,76,84,82,125,0,0,3.54,780.43,76,53.72,8.33,3,0,1,1,118.07,68,4,17,1411,11.0,9.31,1.26,0.02,511.33,7,7,28,57,47,68,0,0,8.01,462.54,28,58.77,12.28,1,0,1,1,40.38,30,1,14,792,10.53,9.5,0.51,0.1,33.55,1,0,0,3,3,3,0,0,0.05,32.37,0,0.0,0.0,0,0,0,0,1.13,1,0,1,54,11.18,10.52,0.24,0.01,0.0,0.0,0.0,0.0,0.0,198399.0,850000.0,0.0,0.0,0.0,0.0
39,Defenseman,1994,27,Rochester,MI,USA,USA,75,209,True,True,False,False,R,Y,1579.3,20.0,7.0,61.0,168.0,70.0,173.0,4.0,8.0,125.01,1279.2,61.0,0.0,4.2,1.0,0.0,0.0,2.0,175.09,128.0,-12.0,27.0,1908.0,22.33,18.16,2.3,1.47,1876.0,42,8,58,162,82,112,3,18,168.52,1505.11,58,0.0,4.94,1,1,1,3,201.57,171,8,50,1997,22.52,18.21,2.27,2.03,1204.23,21,3,34,144,55,84,0,3,81.0,985.04,34,0.0,2.08,2,0,0,1,138.19,100,9,24,1403,21.53,17.54,2.3,1.28,1497.48,25,8,54,154,60,107,2,4,100.24,1217.4,54,0.0,5.19,1,0,0,1,179.44,118,4,33,1716,24.57,20.17,2.59,1.4,0.0,0.0,0.0,0.0,0.0,12000000.0,10000000.0,0.0,0.0,0.0,0.0
40,Forward,1995,26,Cherepovets,Unknown,RUS,RUS,75,197,True,False,False,False,L,Y,1151.13,30.0,16.0,24.0,148.0,68.0,80.0,4.0,9.0,156.2,993.44,24.0,17.39,10.8,1.0,0.0,0.0,0.0,1.09,22.0,2.0,46.0,1395.0,16.55,14.36,0.01,2.17,971.11,17,21,13,119,64,60,7,12,125.03,846.01,13,28.0,17.65,1,0,0,0,0.07,20,-10,38,1235,15.1,13.13,0.0,1.57,1111.03,29,14,20,136,74,51,5,17,197.34,908.57,20,26.08,10.29,4,0,0,0,4.32,35,-3,43,1504,15.0,12.16,0.03,2.4,543.36,12,8,13,55,41,17,1,3,76.52,466.27,13,14.28,14.55,0,0,0,0,0.17,8,6,20,773,13.15,11.22,0.0,1.52,0.0,0.0,0.0,0.0,0.0,3000000.0,3500000.0,0.0,0.0,0.0,0.0
41,Forward,1991,29,Korkino,Unknown,RUS,RUS,71,170,True,True,False,False,R,Y,1421.4,63.0,32.0,20.0,209.0,69.0,25.0,7.0,24.0,257.34,1162.43,20.0,50.0,15.3,4.0,0.0,0.0,0.0,1.23,18.0,36.0,95.0,1496.0,20.36,16.51,0.01,3.43,1568.4,59,28,23,191,79,14,6,18,221.31,1343.45,23,25.0,14.66,8,4,0,0,3.24,17,14,87,1816,19.51,17.0,0.02,2.48,1630.35,55,27,26,228,81,15,7,21,238.36,1390.12,26,0.0,11.84,5,1,0,0,1.47,19,23,82,1875,20.07,17.09,0.01,2.56,1596.38,43,31,21,211,82,23,9,17,257.44,1336.24,21,20.0,14.69,5,1,0,0,2.3,14,18,74,1817,19.28,16.17,0.01,3.08,0.0,0.0,0.0,0.0,0.0,14000000.0,13000000.0,0.0,0.0,0.0,0.0
42,Forward,1993,28,Canton,MA,USA,USA,74,190,True,False,False,False,L,Y,574.48,5.0,4.0,20.0,59.0,49.0,64.0,0.0,0.0,1.14,470.43,20.0,47.04,6.8,0.0,0.0,2.0,3.0,102.51,32.0,8.0,9.0,797.0,11.43,9.36,2.05,0.01,517.08,4,6,15,39,41,77,0,0,1.19,437.16,15,49.34,15.38,1,0,1,1,78.33,22,-4,10,738,12.36,10.39,1.54,0.01,11.46,0,0,0,3,1,2,0,0,0.19,11.13,0,33.33,0.0,0,0,0,0,0.14,0,0,0,18,11.46,11.13,0.14,0.19,40.45,0,0,4,2,4,4,0,0,0.15,39.54,4,37.03,0.0,0,0,0,0,0.36,1,-3,0,56,10.11,9.58,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,0.0,0.0,0.0,0.0
43,Defenseman,1998,23,Jericho,NY,USA,USA,71,181,True,False,False,False,R,Y,1323.18,34.0,8.0,32.0,125.0,70.0,35.0,1.0,13.0,138.46,1175.28,32.0,0.0,6.4,4.0,0.0,0.0,0.0,9.04,92.0,22.0,42.0,1636.0,18.54,16.47,0.07,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,925000.0,925000.0,0.0,0.0,0.0,0.0
44,Defenseman,2000,21,St. Paul,MN,USA,USA,77,210,True,False,False,True,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,810200.0,0.0,0.0,0.0,0.0
45,Forward,2001,20,Turku,Unknown,FIN,FIN,75,199,True,False,False,False,L,Y,942.24,13.0,10.0,14.0,109.0,66.0,20.0,2.0,13.0,147.01,794.09,14.0,33.33,9.2,3.0,1.0,0.0,0.0,1.14,11.0,-26.0,23.0,1179.0,14.16,12.01,0.01,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,925000.0,688191.0,0.0,0.0,0.0,0.0
46,Forward,2001,19,St-Eustache,QC,CAN,CAN,74,193,True,False,False,True,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,925000.0,0.0,0.0,0.0,0.0
47,Forward,1988,33,Hearst,ON,CAN,CAN,71,185,True,False,True,False,R,Y,1309.57,32.0,21.0,28.0,197.0,69.0,45.0,7.0,20.0,214.13,1031.39,28.0,59.03,10.7,6.0,0.0,1.0,2.0,64.05,16.0,7.0,53.0,1814.0,18.59,14.57,0.55,3.06,1759.27,63,22,24,229,82,28,2,23,288.24,1328.49,24,57.9,9.61,4,1,1,1,142.14,19,9,85,2138,21.27,16.12,1.44,3.31,1669.48,68,34,20,193,82,30,9,36,285.14,1319.23,20,58.64,17.62,1,1,0,0,65.11,23,28,102,2074,20.21,16.05,0.47,3.28,1568.02,44,14,38,199,82,68,5,31,307.05,1240.04,38,55.89,7.04,3,2,0,1,20.53,28,-15,58,2048,19.07,15.07,0.15,3.44,10000000.0,9000000.0,9000000.0,9000000.0,9000000.0,8000000.0,7200000.0,0.0,0.0,0.0,0.0
48,Defenseman,1987,34,Minneapolis,MN,USA,USA,74,205,True,False,False,False,R,Y,1070.41,16.0,3.0,18.0,70.0,62.0,91.0,0.0,1.0,3.39,948.27,18.0,0.0,4.3,0.0,0.0,0.0,0.0,118.35,84.0,-2.0,19.0,1533.0,17.16,15.17,1.54,0.03,1583.55,14,2,35,105,78,121,0,1,8.29,1396.36,35,0.0,1.9,0,0,0,0,178.5,120,-14,16,1957,20.18,17.54,2.17,0.06,1727.36,28,5,28,115,81,143,0,0,6.47,1502.57,28,0.0,4.35,0,0,0,0,217.52,152,7,33,2078,21.19,18.33,2.41,0.05,1626.29,9,4,28,95,81,136,0,0,10.3,1443.14,28,0.0,4.21,0,0,0,2,172.45,161,1,13,2108,20.04,17.49,2.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,0.0,0.0,0.0,0.0
49,Forward,1989,31,Kladno,Unknown,CZE,CZE,74,214,True,False,False,False,L,Y,1176.02,44.0,12.0,31.0,132.0,69.0,17.0,4.0,17.0,203.18,970.42,31.0,35.0,9.1,3.0,1.0,0.0,0.0,2.02,21.0,14.0,56.0,1566.0,17.02,14.04,0.01,2.56,1456.26,46,20,25,210,78,17,4,18,253.42,1200.35,25,40.0,9.52,2,0,0,0,2.09,29,-16,66,1777,18.4,15.23,0.01,3.15,1595.29,65,20,50,228,82,23,5,35,286.2,1306.56,50,44.11,8.77,3,1,0,0,2.13,32,10,85,1946,19.27,15.56,0.01,3.29,1565.11,41,20,56,253,82,30,5,23,294.59,1268.38,56,21.42,7.91,3,2,0,0,1.34,22,-24,61,1995,19.05,15.28,0.01,3.35,0.0,0.0,10000000.0,10000000.0,9250000.0,9250000.0,6250000.0,0.0,0.0,0.0,0.0
50,Defenseman,1991,30,Hamilton,ON,CAN,CAN,70,180,True,False,False,False,R,Y,1151.43,30.0,8.0,19.0,114.0,49.0,48.0,2.0,9.0,108.38,927.5,19.0,0.0,7.0,3.0,2.0,0.0,0.0,115.15,96.0,16.0,38.0,1397.0,23.3,18.56,2.21,2.13,1969.1,34,7,20,149,82,71,1,5,171.39,1578.03,20,0.0,4.7,2,0,1,1,219.28,154,21,41,2320,24.0,19.14,2.4,2.05,1027.41,23,9,6,110,44,27,2,5,96.58,811.03,6,0.0,8.18,2,0,0,3,119.4,84,26,32,1229,23.21,18.25,2.43,2.12,1700.52,22,16,29,140,71,64,4,11,155.27,1360.47,29,0.0,11.43,3,0,1,3,184.38,137,17,38,2028,23.57,19.09,2.36,2.11,0.0,0.0,0.0,0.0,0.0,7700000.0,5300000.0,0.0,0.0,0.0,0.0
51,Forward,1992,29,Dorchester,MA,USA,USA,77,216,True,False,False,False,L,Y,1223.18,18.0,23.0,34.0,175.0,69.0,88.0,4.0,7.0,113.24,971.19,34.0,50.24,13.1,5.0,2.0,4.0,4.0,138.35,22.0,-6.0,41.0,1647.0,17.43,14.04,2.0,1.38,1297.53,36,19,12,156,71,58,3,11,151.05,1020.15,12,49.23,12.18,2,1,2,3,126.33,15,-2,55,1628,18.16,14.22,1.46,2.07,1318.51,19,25,18,172,76,40,6,8,85.13,1063.16,18,50.54,14.53,4,0,2,2,170.22,36,1,44,1802,17.21,13.59,2.14,1.07,1258.28,32,17,18,143,76,40,1,7,111.01,1038.56,18,45.66,11.89,4,0,1,7,108.31,30,10,49,1797,16.33,13.4,1.25,1.27,0.0,0.0,0.0,0.0,0.0,9000000.0,7500000.0,0.0,0.0,0.0,0.0
52,Forward,1992,28,Phoenix,AZ,USA,CAN,75,211,True,False,False,False,L,Y,1368.23,37.0,22.0,30.0,185.0,69.0,60.0,4.0,13.0,190.31,1037.23,30.0,59.62,11.9,4.0,1.0,0.0,0.0,140.29,26.0,21.0,59.0,1792.0,19.49,15.02,2.02,2.45,1770.1,43,33,34,223,80,40,8,17,248.36,1336.43,34,57.06,14.8,5,1,1,1,184.51,60,2,76,2143,22.07,16.42,2.18,3.06,1770.31,45,31,31,227,82,74,7,14,264.32,1350.46,31,52.84,13.66,6,2,0,0,155.13,44,34,76,2176,21.35,16.28,1.53,3.13,1217.25,20,14,33,120,66,41,0,2,120.07,975.59,33,55.06,11.67,2,0,0,1,121.19,35,12,34,1635,18.26,14.47,1.5,1.49,0.0,0.0,3750000.0,4000000.0,4250000.0,4500000.0,4750000.0,0.0,0.0,0.0,0.0
53,Forward,1994,27,Oakville,ON,CAN,CAN,73,190,True,False,False,False,L,Y,715.45,14.0,13.0,26.0,74.0,49.0,109.0,0.0,0.0,5.5,626.23,26.0,53.87,17.6,2.0,0.0,0.0,0.0,83.32,26.0,13.0,27.0,1016.0,14.36,12.47,1.42,0.07,1217.48,20,12,53,130,82,146,0,0,12.32,1021.24,53,54.17,9.23,1,0,0,2,183.52,46,-11,32,1668,14.51,12.27,2.14,0.09,900.43,10,10,42,108,81,126,0,0,6.04,809.34,42,51.98,9.26,0,0,1,1,85.05,27,-10,20,1307,11.07,9.59,1.03,0.04,20.29,0,0,0,4,2,3,0,0,0.0,20.29,0,55.0,0.0,0,0,0,0,0.0,0,0,0,33,10.14,10.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300000.0,2300000.0,0.0,0.0,0.0,0.0
54,Defenseman,1993,28,Pembroke Pines,FL,USA,USA,71,180,True,False,False,False,L,Y,768.18,7.0,5.0,20.0,73.0,42.0,14.0,1.0,5.0,110.37,655.25,20.0,0.0,6.8,1.0,0.0,0.0,0.0,2.16,37.0,-4.0,12.0,993.0,18.17,15.36,0.03,2.38,1533.25,28,9,22,180,78,46,4,14,271.16,1255.15,22,0.0,5.0,2,1,0,0,6.54,102,-20,37,1772,19.39,16.05,0.05,3.28,1673.31,52,13,25,221,78,53,7,33,281.18,1386.02,25,0.0,5.88,2,1,0,0,6.11,116,10,65,1968,21.27,17.46,0.04,3.36,1489.1,32,7,32,198,76,43,2,23,290.58,1192.44,32,0.0,3.54,1,0,0,0,5.28,94,-21,39,1854,19.35,15.41,0.04,3.49,0.0,0.0,0.0,6000000.0,6000000.0,5250000.0,3250000.0,0.0,0.0,0.0,0.0
55,Defenseman,1995,26,Uppsala,Unknown,SWE,SWE,74,204,True,False,False,False,L,Y,764.14,10.0,3.0,30.0,38.0,49.0,136.0,1.0,1.0,1.4,708.3,30.0,0.0,7.9,0.0,0.0,0.0,0.0,54.04,79.0,14.0,13.0,1089.0,15.35,14.27,1.06,0.02,1389.31,15,5,63,86,82,258,0,0,3.39,1240.57,63,0.0,5.81,1,0,0,0,144.55,158,-3,20,1893,16.56,15.08,1.46,0.02,1269.43,6,3,32,89,70,238,0,0,5.33,1151.1,32,0.0,3.37,0,0,0,0,113.0,100,5,9,1699,18.08,16.26,1.36,0.04,21.19,0,0,0,5,1,4,0,0,0.0,19.45,0,0.0,0.0,0,0,0,0,1.34,3,0,0,27,21.19,19.45,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0
56,Defenseman,1996,25,Elkhorn,MB,CAN,CAN,75,181,True,False,False,False,L,Y,1390.38,17.0,8.0,32.0,110.0,69.0,41.0,0.0,4.0,62.33,1203.24,32.0,0.0,7.3,0.0,0.0,0.0,0.0,124.41,79.0,4.0,25.0,1875.0,20.09,17.26,1.48,0.54,1603.48,26,9,22,121,82,45,2,5,84.21,1470.24,22,0.0,7.44,2,1,0,0,49.03,133,-4,35,2011,19.33,17.55,0.35,1.01,763.35,8,2,20,72,49,27,0,0,13.54,729.53,20,0.0,2.78,0,0,0,0,19.48,35,-6,10,1002,15.35,14.53,0.24,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3250000.0,3250000.0,0.0,0.0,0.0,0.0
57,Forward,1996,24,Gävle,Unknown,SWE,SWE,73,191,True,False,False,False,L,Y,528.15,7.0,11.0,4.0,72.0,30.0,31.0,3.0,4.0,67.3,416.39,4.0,40.62,15.3,0.0,0.0,0.0,0.0,44.06,16.0,4.0,18.0,763.0,17.36,13.53,1.28,2.15,1113.15,16,17,20,162,81,68,2,3,87.36,959.41,20,30.0,10.49,2,0,0,0,65.58,52,-9,33,1532,13.44,11.5,0.48,1.04,335.28,4,2,8,36,23,27,0,1,34.08,301.2,8,0.0,5.56,1,0,0,0,0.0,13,4,6,452,14.35,13.06,0.0,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2400000.0,0.0,0.0,0.0,0.0
58,Forward,1997,24,London,ON,CAN,CAN,70,175,True,False,False,False,R,Y,1109.03,37.0,24.0,28.0,141.0,66.0,63.0,5.0,23.0,189.31,918.19,28.0,48.98,17.0,3.0,0.0,0.0,0.0,1.13,30.0,-1.0,61.0,1443.0,16.48,13.54,0.01,2.52,1251.2,25,24,40,182,82,65,4,8,132.46,1117.34,40,31.81,13.19,3,1,0,0,1.0,45,-4,49,1652,15.15,13.37,0.0,1.37,1207.29,23,24,46,177,81,97,1,3,114.03,1092.47,46,33.33,13.56,6,2,0,0,0.39,53,17,47,1593,14.54,13.29,0.0,1.24,986.2,17,11,49,133,70,92,3,4,118.05,866.59,49,0.0,8.27,0,0,0,0,1.16,26,-2,28,1330,14.05,12.23,0.01,1.41,0.0,0.0,0.0,0.0,0.0,4000000.0,5000000.0,0.0,0.0,0.0,0.0
59,Defenseman,1997,24,Yaroslavl,Unknown,RUS,RUS,73,201,True,False,False,False,L,Y,1714.09,23.0,13.0,24.0,150.0,69.0,84.0,7.0,16.0,210.05,1314.34,24.0,0.0,8.7,3.0,1.0,0.0,1.0,189.3,111.0,11.0,36.0,2025.0,24.5,19.03,2.44,3.02,2059.11,19,7,32,145,82,123,0,2,127.24,1693.34,32,0.0,4.83,1,0,0,0,238.13,149,-16,26,2369,25.06,20.39,2.54,1.33,1980.32,24,17,20,203,82,148,2,5,145.13,1623.41,20,0.0,8.37,2,0,0,0,211.38,169,17,41,2372,24.09,19.48,2.34,1.46,1802.12,24,6,34,161,82,111,0,5,139.04,1430.49,34,0.0,3.73,1,0,0,0,232.19,166,-7,30,2337,21.58,17.26,2.49,1.41,0.0,0.0,0.0,0.0,0.0,6750000.0,4750000.0,0.0,0.0,0.0,0.0
60,Forward,1997,24,Minooka,IL,USA,USA,73,190,True,False,False,True,R,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,307810.0,0.0,0.0,0.0,0.0
61,Forward,2000,21,Syracuse,NY,USA,USA,72,164,True,False,False,False,L,Y,733.29,13.0,8.0,39.0,81.0,52.0,31.0,1.0,2.0,70.27,649.1,39.0,30.0,9.9,1.0,0.0,0.0,0.0,13.52,18.0,6.0,21.0,1013.0,14.06,12.29,0.16,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,808660.0,925000.0,0.0,0.0,0.0,0.0
62,Forward,1997,23,STILLWATER,MN,USA,USA,72,190,True,False,False,False,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,106854.0,0.0,0.0,0.0,0.0
63,Forward,1985,36,London,ON,CAN,CAN,75,219,True,False,False,False,R,Y,1016.05,10.0,17.0,36.0,182.0,60.0,66.0,3.0,5.0,110.05,823.13,36.0,51.2,9.3,7.0,1.0,0.0,0.0,82.47,23.0,-21.0,27.0,1385.0,16.56,13.43,1.22,1.5,1380.0,20,13,42,174,76,80,5,13,187.14,1097.28,42,51.26,7.47,1,0,1,2,95.18,30,-20,33,1827,18.09,14.26,1.15,2.27,481.45,9,13,2,85,27,27,6,9,85.21,360.29,2,55.77,15.29,2,1,1,1,35.55,11,4,22,630,17.5,13.21,1.19,3.09,1478.37,34,32,41,250,82,86,10,22,237.27,1116.41,41,51.94,12.8,9,4,1,1,124.29,37,2,66,1920,18.01,13.37,1.31,2.53,6750000.0,7000000.0,7000000.0,6500000.0,5000000.0,3000000.0,448266.0,6500000.0,6000000.0,3658537.0,0.0
