id,Player Name,Position,Age,Nationality,Height,Weight,Shoots,Time On Ice,Total Assists,Total Goals,pim22,Total Shots,Total Games,Total Hits,Power Play Goals,Power Play Points,Power Play Time On Ice,evenTimeOnIce22,Total Penalty Minutes,Face Off Percentage,Shot Percentage,Game Winning Goals,Over Time Goals,Short Handed Goals,Short Handed Points,Short Handed Time On Ice,Blocked Shots,Plus Minus,Points,Total Shifts,Time On Ice Per Game,Even Time On Ice Per Game,Short Handed Time On Ice Per Game,Power Play Time On Ice Per Game,timeOnIce21,assists21,goals21,pim21,shots21,games21,hits21,powerPlayGoals21,powerPlayPoints21,powerPlayTimeOnIce21,evenTimeOnIce21,penaltyMinutes21,faceOffPct21,shotPct21,gameWinningGoals21,overTimeGoals21,shortHandedGoals21,shortHandedPoints21,shortHandedTimeOnIce21,blocked21,plusMinus21,points21,shifts21,timeOnIcePerGame21,evenTimeOnIcePerGame21,shortHandedTimeOnIcePerGame21,powerPlayTimeOnIcePerGame21,timeOnIce20,assists20,goals20,pim20,shots20,games20,hits20,powerPlayGoals20,powerPlayPoints20,powerPlayTimeOnIce20,evenTimeOnIce20,penaltyMinutes20,faceOffPct20,shotPct20,gameWinningGoals20,overTimeGoals20,shortHandedGoals20,shortHandedPoints20,shortHandedTimeOnIce20,blocked20,plusMinus20,points20,shifts20,timeOnIcePerGame20,evenTimeOnIcePerGame20,shortHandedTimeOnIcePerGame20,powerPlayTimeOnIcePerGame20,timeOnIce19,assists19,goals19,pim19,shots19,games19,hits19,powerPlayGoals19,powerPlayPoints19,powerPlayTimeOnIce19,evenTimeOnIce19,penaltyMinutes19,faceOffPct19,shotPct19,gameWinningGoals19,overTimeGoals19,shortHandedGoals19,shortHandedPoints19,shortHandedTimeOnIce19,blocked19,plusMinus19,points19,shifts19,timeOnIcePerGame19,evenTimeOnIcePerGame19,shortHandedTimeOnIcePerGame19,powerPlayTimeOnIcePerGame19,timeOnIce18,assists18,goals18,pim18,shots18,games18,hits18,powerPlayGoals18,powerPlayPoints18,powerPlayTimeOnIce18,evenTimeOnIce18,penaltyMinutes18,faceOffPct18,shotPct18,gameWinningGoals18,overTimeGoals18,shortHandedGoals18,shortHandedPoints18,shortHandedTimeOnIce18,blocked18,plusMinus18,points18,shifts18,timeOnIcePerGame18,evenTimeOnIcePerGame18,shortHandedTimeOnIcePerGame18,powerPlayTimeOnIcePerGame18,timeOnIce17,assists17,goals17,pim17,shots17,games17,hits17,powerPlayGoals17,powerPlayPoints17,powerPlayTimeOnIce17,evenTimeOnIce17,penaltyMinutes17,faceOffPct17,shotPct17,gameWinningGoals17,overTimeGoals17,shortHandedGoals17,shortHandedPoints17,shortHandedTimeOnIce17,blocked17,plusMinus17,points17,shifts17,timeOnIcePerGame17,evenTimeOnIcePerGame17,shortHandedTimeOnIcePerGame17,powerPlayTimeOnIcePerGame17,Salary_2017-18,Salary_2018-19,Salary_2019-20,Salary_2020-21,Salary,Salary Rank,Height (Inches),id,salary_rank_quantile,salary_2021-22_quantile,assists22_quantile,goals22_quantile,shots22_quantile,faceOffPct22_quantile,shotPct22_quantile,gameWinningGoals22_quantile,overTimeGoals22_quantile,points22_quantile,plusMinus22_quantile,offense_quantiles_total,Offensive Overall Rank,special_teams_quantiles_total,Special Teams Overall Rank,enforcer_quantiles_total,Enforcer Overall Rank,endurance_quantiles_total,Endurance Overall Rank,powerPlayGoals22_quantile,powerPlayPoints22_quantile,powerPlayTimeOnIce22_quantile,shortHandedGoals22_quantile,shortHandedPoints22_quantile,shortHandedTimeOnIce22_quantile,hits22_quantile,penaltyMinutes22_quantile,timeOnIce22_quantile,games22_quantile,shifts22_quantile,blocked22_quantile,timeOnIcePerGame22_quantile,evenTimeOnIcePerGame22_quantile,shortHandedTimeOnIcePerGame22_quantile,powerPlayTimeOnIcePerGame22_quantile,overall_rank_sum,Overall Rank
Jesper Fast,Jesper Fast,Right Wing,29,SWE,"6' 1""",191,Right,1214.28,20.0,14.0,4.0,97.0,82.0,109.0,1.0,2.0,22.54,1061.42,4.0,41.37,14.4,1.0,0.0,0.0,1.0,129.52,36.0,24.0,34.0,1686.0,14.48,12.56,1.35,0.16,703.39,13.0,6.0,14.0,38.0,46.0,78.0,1.0,4.0,52.35,597.0,14.0,34.21,15.8,1.0,0.0,0.0,0.0,54.04,23.0,-4.0,19.0,937.0,15.17,12.58,1.1,1.08,1145.53,17.0,12.0,20.0,84.0,69.0,125.0,0.0,0.0,7.15,976.03,20.0,34.61,14.3,1.0,0.0,2.0,2.0,162.35,53.0,16.0,29.0,1520.0,16.36,14.08,2.21,0.06,1037.33,12.0,8.0,26.0,80.0,66.0,120.0,0.0,0.0,7.56,915.35,26.0,35.0,10.0,1.0,0.0,0.0,0.0,114.02,47.0,-3.0,20.0,1420.0,15.43,13.52,1.43,0.07,1056.36,20.0,13.0,26.0,80.0,71.0,130.0,0.0,0.0,3.52,916.46,26.0,36.84,16.25,0.0,0.0,0.0,2.0,135.58,44.0,-10.0,33.0,1564.0,14.52,12.54,1.54,0.03,938.1,15.0,6.0,16.0,56.0,68.0,99.0,0.0,0.0,6.48,824.15,16.0,38.63,10.71,1.0,0.0,0.0,0.0,107.07,44.0,6.0,21.0,1409.0,13.47,12.07,1.34,0.06,0.0,0.0,0.0,1000000.0,2000000.0,213,73,Jesper Fast,2,2,2,3,2,2,4,1,3,2,4,27.0,124,15.0,227,7.0,248,19.0,192,2,2,1,0,3,3,3,0,2,4,3,2,1,1,3,1,791,191
Vincent Trocheck,Vincent Trocheck,Center,28,USA,"5' 10""",183,Right,1447.47,30.0,21.0,78.0,168.0,81.0,185.0,6.0,12.0,233.03,1071.36,78.0,54.61,12.5,3.0,0.0,0.0,0.0,143.08,46.0,21.0,51.0,1727.0,17.52,13.13,1.46,2.52,856.37,26.0,17.0,20.0,123.0,47.0,107.0,7.0,18.0,138.07,669.56,20.0,56.04,13.8,2.0,0.0,0.0,0.0,48.34,28.0,-3.0,43.0,1041.0,18.13,14.15,1.02,2.56,1036.59,27.0,11.0,49.0,141.0,62.0,101.0,1.0,7.0,122.21,882.29,49.0,52.16,7.8,2.0,1.0,1.0,1.0,32.09,37.0,-8.0,38.0,1286.0,16.43,14.14,0.31,1.58,1081.16,24.0,10.0,54.0,158.0,55.0,112.0,3.0,13.0,135.31,855.35,54.0,51.82,6.33,1.0,0.0,1.0,1.0,90.1,42.0,-9.0,34.0,1366.0,19.39,15.33,1.38,2.27,1751.52,44.0,31.0,54.0,287.0,82.0,145.0,13.0,27.0,285.13,1318.31,54.0,54.09,10.8,5.0,0.0,3.0,4.0,148.08,55.0,-9.0,75.0,2168.0,21.21,16.04,1.48,3.28,1707.53,31.0,23.0,43.0,230.0,82.0,164.0,2.0,12.0,224.07,1326.26,43.0,50.18,10.0,2.0,1.0,0.0,1.0,157.2,51.0,-13.0,54.0,2101.0,20.49,16.1,1.55,2.43,4500000.0,5250000.0,1157266.0,3500000.0,6250000.0,57,70,Vincent Trocheck,0,4,3,3,3,4,3,3,2,3,4,32.0,75,21.0,69,12.0,14,28.0,65,4,3,4,2,0,4,4,4,3,4,3,3,3,1,3,4,223,396
Dougie Hamilton,Dougie Hamilton,Defenseman,28,CAN,"6' 6""",229,Right,1315.52,21.0,9.0,34.0,197.0,62.0,87.0,2.0,8.0,154.33,1130.57,34.0,0.0,4.6,1.0,1.0,0.0,0.0,30.22,92.0,-19.0,30.0,1536.0,21.13,18.14,0.29,2.29,1249.43,32.0,10.0,35.0,180.0,55.0,52.0,2.0,18.0,167.52,1003.09,35.0,0.0,5.6,2.0,1.0,1.0,1.0,78.42,64.0,20.0,42.0,1429.0,22.43,18.14,1.25,3.03,1094.21,26.0,14.0,32.0,170.0,47.0,52.0,2.0,12.0,148.39,836.2,32.0,0.0,8.2,3.0,2.0,0.0,1.0,109.22,63.0,30.0,40.0,1310.0,23.17,17.47,2.19,3.09,1613.09,21.0,18.0,54.0,259.0,82.0,160.0,2.0,7.0,152.42,1439.46,54.0,0.0,6.95,2.0,0.0,0.0,0.0,20.41,91.0,0.0,39.0,1994.0,19.4,17.33,0.15,1.51,1765.32,27.0,17.0,64.0,270.0,82.0,83.0,6.0,12.0,218.15,1506.09,64.0,33.33,6.3,4.0,1.0,0.0,0.0,41.08,80.0,1.0,44.0,2087.0,21.31,18.22,0.3,2.39,1594.25,37.0,13.0,64.0,222.0,81.0,68.0,2.0,14.0,183.31,1339.16,64.0,0.0,5.86,5.0,1.0,0.0,1.0,71.38,94.0,12.0,50.0,2131.0,19.41,16.32,0.53,2.15,0.0,0.0,0.0,0.0,6300000.0,55,78,Dougie Hamilton,0,4,2,2,4,0,1,2,4,2,0,21.0,200,17.0,173,10.0,101,26.0,94,2,3,3,2,2,1,3,3,3,1,2,4,4,4,1,3,568,293
Brady Skjei,Brady Skjei,Defenseman,27,USA,"6' 3""",210,Left,1733.4,30.0,9.0,48.0,184.0,82.0,95.0,0.0,0.0,10.07,1519.56,48.0,0.0,4.9,0.0,0.0,0.0,0.0,203.37,73.0,22.0,39.0,2116.0,21.08,18.32,2.28,0.07,1078.05,7.0,3.0,30.0,104.0,52.0,66.0,0.0,0.0,3.0,935.46,30.0,0.0,2.9,1.0,0.0,0.0,1.0,139.19,62.0,6.0,10.0,1254.0,20.43,17.59,2.4,0.03,1386.17,16.0,8.0,45.0,139.0,67.0,103.0,0.0,0.0,7.5,1207.23,45.0,0.0,5.8,1.0,0.0,0.0,2.0,171.04,96.0,-10.0,24.0,1768.0,20.41,18.01,2.33,0.07,1656.16,17.0,8.0,44.0,126.0,78.0,178.0,0.0,0.0,18.48,1463.38,44.0,100.0,6.35,1.0,1.0,0.0,1.0,173.5,119.0,-4.0,25.0,2141.0,21.14,18.45,2.13,0.14,1724.03,21.0,4.0,39.0,153.0,82.0,127.0,0.0,6.0,98.38,1500.3,39.0,0.0,2.61,1.0,0.0,1.0,1.0,124.55,119.0,-27.0,25.0,2263.0,21.01,18.17,1.31,1.12,1397.01,34.0,5.0,42.0,127.0,80.0,147.0,0.0,7.0,110.52,1262.38,42.0,0.0,3.94,0.0,0.0,0.0,0.0,23.31,69.0,11.0,39.0,1885.0,17.27,15.46,0.17,1.23,0.0,5700000.0,969896.0,4200000.0,5400000.0,78,75,Brady Skjei,0,4,3,2,4,1,1,1,1,3,4,24.0,168,12.0,291,11.0,59,32.0,24,0,0,1,1,2,4,3,4,4,4,4,3,4,4,4,1,542,301
Teuvo Teravainen,Teuvo Teravainen,Left Wing,26,FIN,"5' 11""",191,Left,1362.52,43.0,22.0,24.0,202.0,77.0,15.0,9.0,31.0,226.33,1013.37,24.0,54.54,10.9,2.0,0.0,2.0,3.0,122.42,30.0,22.0,65.0,1699.0,17.41,13.09,1.35,2.56,345.16,10.0,5.0,4.0,49.0,21.0,8.0,0.0,2.0,36.0,288.07,4.0,65.0,10.2,2.0,0.0,0.0,0.0,21.09,9.0,5.0,15.0,451.0,16.26,13.43,1.0,1.42,1305.08,48.0,15.0,8.0,182.0,68.0,18.0,4.0,21.0,204.28,980.03,8.0,49.05,8.2,1.0,0.0,1.0,4.0,120.37,30.0,20.0,63.0,1577.0,19.11,14.24,1.46,3.0,1469.13,55.0,21.0,12.0,167.0,82.0,35.0,8.0,24.0,223.43,1172.28,12.0,41.86,12.57,1.0,1.0,1.0,5.0,73.02,23.0,30.0,76.0,1898.0,17.55,14.17,0.53,2.43,1384.45,41.0,23.0,14.0,185.0,82.0,26.0,5.0,20.0,219.17,1164.32,14.0,30.61,12.43,3.0,0.0,0.0,0.0,0.56,22.0,8.0,64.0,1791.0,16.53,14.12,0.0,2.4,1315.27,27.0,15.0,16.0,169.0,81.0,27.0,5.0,15.0,181.06,1133.04,16.0,46.73,8.88,2.0,1.0,0.0,0.0,1.17,33.0,-6.0,42.0,1710.0,16.14,13.59,0.0,2.14,0.0,0.0,6250000.0,4250000.0,5875000.0,71,71,Teuvo Teravainen,0,4,4,4,4,4,3,3,3,4,4,37.0,24,27.0,7,6.0,288,24.0,118,4,4,4,4,4,3,0,2,3,3,3,1,2,1,3,4,437,337
Jordan Martinook,Jordan Martinook,Left Wing,28,CAN,"6' 0""",196,Left,660.51,9.0,6.0,22.0,77.0,59.0,83.0,0.0,0.0,1.26,629.11,22.0,45.09,7.8,2.0,0.0,0.0,0.0,30.14,11.0,1.0,15.0,918.0,11.12,10.39,0.3,0.01,561.18,9.0,4.0,25.0,62.0,44.0,90.0,0.0,0.0,3.07,503.38,25.0,46.98,6.5,1.0,0.0,0.0,1.0,54.33,20.0,-3.0,13.0,793.0,12.45,11.26,1.14,0.04,506.41,11.0,2.0,22.0,44.0,45.0,72.0,0.0,0.0,0.45,448.12,22.0,51.56,4.5,1.0,0.0,0.0,2.0,57.44,23.0,-2.0,13.0,756.0,11.15,9.57,1.16,0.01,1187.5,10.0,15.0,38.0,146.0,82.0,199.0,0.0,0.0,8.0,1047.15,38.0,43.98,10.27,5.0,0.0,1.0,1.0,132.35,46.0,1.0,25.0,1735.0,14.29,12.46,1.37,0.05,1134.5,9.0,6.0,45.0,112.0,81.0,128.0,0.0,0.0,13.12,972.37,45.0,36.44,5.36,1.0,0.0,0.0,1.0,149.01,42.0,-24.0,15.0,1703.0,14.0,12.0,1.5,0.09,1207.18,14.0,11.0,40.0,109.0,77.0,50.0,1.0,2.0,29.08,1006.11,40.0,44.35,10.09,2.0,0.0,1.0,3.0,171.59,68.0,-8.0,25.0,1686.0,15.4,13.04,2.14,0.22,0.0,0.0,0.0,0.0,900000.0,284,72,Jordan Martinook,3,1,1,1,1,3,2,3,2,1,2,20.0,215,10.0,336,8.0,186,3.0,378,2,0,0,1,2,1,2,2,0,1,0,0,0,0,1,0,1115,84
Brock McGinn,Brock McGinn,Left Wing,27,CAN,"6' 0""",187,Left,959.41,10.0,12.0,14.0,99.0,64.0,94.0,0.0,0.0,1.35,829.05,14.0,36.36,12.1,2.0,0.0,0.0,0.0,129.01,50.0,0.0,22.0,1322.0,14.59,12.57,2.0,0.01,554.28,5.0,8.0,6.0,58.0,37.0,44.0,0.0,0.0,2.16,472.26,6.0,21.42,13.8,1.0,0.0,1.0,1.0,79.46,12.0,0.0,13.0,762.0,14.59,12.46,2.09,0.03,897.44,10.0,7.0,17.0,93.0,68.0,80.0,0.0,0.0,3.01,730.02,17.0,38.46,7.5,1.0,0.0,2.0,2.0,164.41,28.0,-4.0,17.0,1293.0,13.12,10.44,2.25,0.02,1173.23,16.0,10.0,20.0,123.0,82.0,137.0,0.0,0.0,21.03,969.55,20.0,42.62,8.13,0.0,0.0,1.0,1.0,182.25,38.0,10.0,26.0,1700.0,14.18,11.49,2.13,0.15,1159.44,14.0,16.0,22.0,159.0,80.0,137.0,2.0,3.0,26.58,1036.42,22.0,45.94,10.06,1.0,0.0,1.0,1.0,96.04,17.0,-12.0,30.0,1657.0,14.29,12.57,1.12,0.2,683.51,9.0,7.0,6.0,74.0,57.0,91.0,0.0,0.0,3.52,635.08,6.0,25.0,9.46,1.0,0.0,0.0,1.0,44.51,22.0,-11.0,16.0,1017.0,11.59,11.08,0.47,0.04,0.0,0.0,0.0,0.0,2750000.0,173,72,Brock McGinn,2,2,1,2,2,2,3,3,2,2,2,23.0,174,12.0,292,8.0,187,14.0,254,2,0,0,1,2,3,3,1,1,1,1,3,1,1,4,0,907,142
Jaccob Slavin,Jaccob Slavin,Defenseman,27,USA,"6' 3""",207,Left,1858.52,38.0,4.0,10.0,165.0,79.0,50.0,1.0,7.0,107.55,1495.57,10.0,0.0,2.4,0.0,0.0,0.0,2.0,255.0,121.0,35.0,42.0,2072.0,23.31,18.56,3.13,1.21,1195.05,12.0,3.0,2.0,101.0,52.0,35.0,0.0,1.0,6.42,1047.18,2.0,0.0,3.0,0.0,0.0,0.0,1.0,141.05,87.0,22.0,15.0,1309.0,22.58,20.08,2.42,0.07,1591.35,30.0,6.0,10.0,145.0,68.0,43.0,0.0,3.0,62.12,1318.28,10.0,0.0,4.1,3.0,1.0,0.0,1.0,210.55,107.0,30.0,36.0,1892.0,23.24,19.23,3.06,0.54,1889.06,23.0,8.0,18.0,146.0,82.0,70.0,5.0,7.0,148.13,1544.34,18.0,0.0,5.48,1.0,0.0,1.0,2.0,196.19,133.0,0.0,31.0,2203.0,23.02,18.5,2.23,1.48,1852.12,22.0,8.0,10.0,154.0,82.0,47.0,1.0,2.0,49.57,1588.31,10.0,0.0,5.19,1.0,1.0,0.0,0.0,213.44,154.0,1.0,30.0,2149.0,22.35,19.22,2.36,0.36,1921.56,29.0,5.0,12.0,99.0,82.0,35.0,0.0,4.0,75.57,1590.1,12.0,0.0,5.05,0.0,0.0,1.0,4.0,255.49,161.0,23.0,34.0,2135.0,23.26,19.23,3.07,0.55,0.0,5500000.0,5500000.0,3900000.0,6000000.0,61,75,Jaccob Slavin,0,4,4,1,3,1,0,0,0,3,4,20.0,216,22.0,49,5.0,332,33.0,18,2,3,2,3,4,4,1,0,4,3,4,4,4,4,4,2,615,276
Warren Foegele,Warren Foegele,Left Wing,25,CAN,"6' 2""",198,Left,1034.12,14.0,12.0,24.0,142.0,82.0,127.0,2.0,3.0,45.06,975.57,24.0,46.42,8.5,3.0,0.0,0.0,0.0,13.09,15.0,-9.0,26.0,1367.0,12.36,11.54,0.09,0.33,750.1,10.0,10.0,20.0,91.0,53.0,60.0,0.0,0.0,4.32,691.0,20.0,51.42,11.0,1.0,0.0,0.0,0.0,54.38,12.0,4.0,20.0,1048.0,14.09,13.02,1.01,0.05,932.15,17.0,13.0,34.0,129.0,68.0,64.0,0.0,0.0,3.36,854.32,34.0,47.36,10.1,1.0,0.0,3.0,3.0,74.07,17.0,9.0,30.0,1320.0,13.42,12.34,1.05,0.03,962.01,5.0,10.0,20.0,106.0,77.0,126.0,0.0,0.0,7.45,854.39,20.0,47.61,9.43,3.0,0.0,0.0,0.0,99.37,19.0,-17.0,15.0,1412.0,12.29,11.05,1.17,0.06,23.51,1.0,2.0,0.0,6.0,2.0,5.0,0.0,0.0,0.0,19.45,0.0,0.0,33.33,0.0,0.0,0.0,0.0,4.06,1.0,3.0,3.0,35.0,11.55,9.52,2.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2100000.0,203,74,Warren Foegele,2,2,2,2,3,3,2,3,2,2,1,24.0,169,14.0,248,10.0,102,11.0,291,3,2,2,0,2,1,4,2,1,4,1,0,0,1,1,1,810,184
Steven Lorentz,Steven Lorentz,Center,25,CAN,"6' 4""",206,Left,729.32,5.0,8.0,8.0,80.0,67.0,67.0,0.0,0.0,1.41,699.35,8.0,45.53,10.0,1.0,0.0,0.0,0.0,28.16,13.0,0.0,13.0,1030.0,10.53,10.26,0.25,0.01,469.45,6.0,2.0,8.0,40.0,45.0,47.0,0.0,0.0,3.17,459.15,8.0,51.13,5.0,1.0,0.0,0.0,0.0,7.13,16.0,1.0,8.0,652.0,10.26,10.12,0.09,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,482720.0,750000.0,327,76,Steven Lorentz,4,1,0,2,1,3,2,2,0,0,2,17.0,268,11.0,319,7.0,249,4.0,365,0,1,0,1,3,1,2,0,0,1,1,0,0,0,1,0,1201,63
Jake Bean,Jake Bean,Defenseman,23,CAN,"6' 1""",186,Left,1378.04,18.0,7.0,26.0,90.0,67.0,41.0,0.0,4.0,74.48,1230.33,26.0,0.0,7.8,2.0,2.0,0.0,1.0,72.43,71.0,-5.0,25.0,1621.0,20.34,18.21,1.05,1.06,610.35,11.0,1.0,10.0,55.0,42.0,17.0,1.0,5.0,38.32,560.02,10.0,0.0,1.8,0.0,0.0,0.0,0.0,12.01,21.0,-2.0,12.0,746.0,14.32,13.2,0.17,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.55,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.19,16.36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,8.27,8.18,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1900000.0,224,73,Jake Bean,2,2,2,2,1,1,2,3,4,2,1,22.0,188,17.0,174,7.0,250,24.0,119,1,2,2,3,3,2,1,2,3,1,3,3,4,4,2,2,731,216
Andrei Svechnikov,Andrei Svechnikov,Right Wing,21,RUS,"6' 2""",195,Left,1346.16,39.0,30.0,79.0,249.0,78.0,189.0,9.0,22.0,223.51,1121.19,79.0,0.0,12.0,5.0,1.0,0.0,0.0,1.06,15.0,19.0,69.0,1626.0,17.15,14.22,0.0,2.52,964.39,27.0,15.0,44.0,147.0,55.0,114.0,4.0,17.0,161.41,802.11,44.0,33.33,10.2,1.0,0.0,0.0,0.0,0.47,18.0,1.0,42.0,1177.0,17.32,14.35,0.0,2.56,1138.11,37.0,24.0,54.0,183.0,68.0,116.0,6.0,20.0,201.05,936.0,54.0,0.0,13.1,5.0,1.0,0.0,0.0,1.06,27.0,9.0,61.0,1425.0,16.44,13.45,0.0,2.57,1201.02,17.0,20.0,62.0,189.0,82.0,123.0,0.0,5.0,156.59,1042.56,62.0,14.28,10.58,3.0,1.0,0.0,0.0,1.07,26.0,0.0,37.0,1685.0,14.38,12.43,0.0,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,6000000.0,62,74,Andrei Svechnikov,0,4,4,4,4,1,3,4,4,4,4,36.0,31,18.0,145,12.0,15,21.0,163,4,4,4,2,0,0,4,4,3,3,3,0,2,2,0,4,354,362
Patric Hornqvist,Patric Hornqvist,Right Wing,34,SWE,"5' 11""",189,Right,823.34,17.0,11.0,19.0,165.0,65.0,112.0,3.0,7.0,137.27,686.01,19.0,38.09,6.7,0.0,0.0,0.0,0.0,0.06,23.0,-5.0,28.0,1097.0,12.4,10.33,0.0,2.06,738.28,18.0,14.0,39.0,145.0,44.0,80.0,8.0,12.0,180.27,557.39,39.0,14.28,9.7,2.0,0.0,0.0,0.0,0.22,23.0,-3.0,32.0,871.0,16.47,12.4,0.0,4.06,828.36,15.0,17.0,36.0,168.0,52.0,107.0,3.0,7.0,173.55,654.33,36.0,33.33,10.1,2.0,0.0,0.0,0.0,0.08,41.0,9.0,32.0,1073.0,15.56,12.35,0.0,3.2,1067.52,19.0,18.0,26.0,197.0,69.0,150.0,6.0,12.0,187.53,879.13,26.0,50.0,9.14,2.0,0.0,0.0,0.0,0.46,34.0,-3.0,37.0,1412.0,15.28,12.44,0.0,2.43,1212.36,20.0,29.0,58.0,247.0,70.0,137.0,15.0,22.0,246.53,962.46,58.0,48.48,11.74,1.0,0.0,0.0,0.0,2.57,64.0,2.0,49.0,1576.0,17.19,13.45,0.02,3.31,1116.35,23.0,21.0,28.0,223.0,70.0,227.0,10.0,17.0,210.41,904.47,28.0,27.27,9.42,6.0,0.0,0.0,0.0,1.07,62.0,16.0,44.0,1495.0,15.57,12.55,0.0,3.0,0.0,5300000.0,5300000.0,5300000.0,5300000.0,82,71,Patric Hornqvist,1,3,2,2,3,2,1,1,0,2,1,18.0,251,16.0,199,8.0,188,10.0,305,3,3,3,3,0,0,3,1,1,1,1,1,0,0,0,3,943,136
Kevin Connauton,Kevin Connauton,Defenseman,31,CAN,"6' 2""",205,Left,509.59,2.0,1.0,4.0,30.0,39.0,74.0,0.0,0.0,1.09,489.37,4.0,0.0,3.3,0.0,0.0,0.0,0.0,19.13,32.0,-3.0,3.0,707.0,13.04,12.33,0.29,0.01,99.3,1.0,0.0,7.0,5.0,7.0,12.0,0.0,0.0,0.16,96.27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,3.0,4.0,1.0,135.0,14.12,13.46,0.23,0.02,62.0,0.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,0.25,56.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,6.0,-2.0,0.0,83.0,15.3,14.11,1.12,0.06,917.35,7.0,1.0,22.0,75.0,50.0,108.0,0.0,0.0,5.35,774.07,22.0,0.0,1.33,0.0,0.0,0.0,2.0,137.53,75.0,-2.0,8.0,1133.0,18.21,15.28,2.45,0.06,1107.52,10.0,11.0,20.0,102.0,73.0,116.0,0.0,0.0,13.03,1053.19,20.0,0.0,10.78,3.0,0.0,0.0,0.0,41.3,72.0,3.0,21.0,1566.0,15.1,14.25,0.34,0.1,315.1,1.0,0.0,24.0,21.0,24.0,48.0,0.0,0.0,5.21,290.04,24.0,0.0,0.0,0.0,0.0,0.0,0.0,19.45,22.0,-1.0,1.0,443.0,13.07,12.05,0.49,0.13,0.0,0.0,0.0,0.0,614875.0,357,74,Kevin Connauton,4,0,0,0,0,0,0,0,0,0,2,6.0,388,7.0,387,6.0,289,4.0,366,0,0,0,0,2,1,2,0,0,0,0,2,0,1,1,0,1430,22
Radko Gudas,Radko Gudas,Defenseman,31,CZE,"6' 0""",208,Right,1387.12,13.0,3.0,105.0,100.0,77.0,355.0,0.0,0.0,2.46,1223.4,105.0,0.0,3.0,0.0,0.0,1.0,1.0,160.46,118.0,27.0,16.0,1961.0,18.0,15.53,2.05,0.02,948.45,9.0,2.0,40.0,84.0,54.0,250.0,0.0,0.0,2.46,839.42,40.0,0.0,2.4,1.0,0.0,0.0,0.0,106.17,72.0,6.0,11.0,1283.0,17.34,15.33,1.58,0.03,1053.56,13.0,2.0,40.0,90.0,63.0,164.0,0.0,0.0,3.19,878.21,40.0,0.0,2.2,1.0,0.0,0.0,0.0,172.16,75.0,15.0,15.0,1241.0,16.43,13.56,2.44,0.03,1376.24,16.0,4.0,63.0,136.0,77.0,255.0,0.0,0.0,1.23,1172.55,63.0,0.0,2.94,0.0,0.0,0.0,0.0,202.06,133.0,6.0,20.0,1784.0,17.52,15.13,2.37,0.01,1197.06,14.0,2.0,83.0,142.0,70.0,170.0,0.0,0.0,3.56,1061.49,83.0,0.0,1.41,0.0,0.0,0.0,1.0,131.21,123.0,0.0,16.0,1556.0,17.06,15.1,1.52,0.03,1292.35,17.0,6.0,93.0,113.0,67.0,280.0,0.0,1.0,4.34,1160.15,93.0,0.0,5.31,0.0,0.0,0.0,0.0,127.46,124.0,8.0,23.0,1739.0,19.17,17.19,1.54,0.04,0.0,0.0,0.0,2500000.0,2500000.0,185,72,Radko Gudas,2,2,1,1,2,1,0,0,0,1,4,14.0,308,17.0,175,12.0,16,26.0,95,1,0,0,4,4,4,4,4,3,3,4,4,3,3,4,0,594,285
